Sales Enquiry as of 05/24/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000366,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,2% Milk,Raw Material,Completed,1,4.50
SO-00000366,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Half & Half,Raw Material,Completed,1,3.99
SO-00000366,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Whole Milk,Raw Material,Completed,14,63.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,14,240.80
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,1,16.49
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Tea Bag,Consumables,Completed,1,0.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Receipt rolls,Cafe Supply,Completed,1,5.75
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Paper 2 Cup Carrier Bag,Consumables,Completed,2,0.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,5,160.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Lavender,Raw Material,Completed,1,7.30
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Ice lid,Consumables,Completed,1,35.25
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Custom Ice Cups,Consumables,Completed,1,57.90
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Honey,Raw Material,Completed,1,0.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,20,506.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Dulce,Raw Material,Completed,2,45.80
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Decaf Beans,Raw Material,Completed,1,25.30
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Cup Sleeves - Red,Consumables,Completed,1,0.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Beverage Napkin,Cafe Supply,Completed,1,17.59
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,Almond Milk,Raw Material,Completed,1,32.00
SO-00000365,05/21/2026,05/21/2026,05/21/2026,Warehouse,Gardena,General,2 Cup Carrier,Consumables,Completed,1,0.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,16,72.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,12,206.40
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Tonic Water,Raw Material,Completed,1,36.52
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Sugar in the raw,,Completed,1,0.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Black Straws,Consumables,Completed,2,0.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Sanchez (retail),Retail,Completed,3,0.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Rose,Raw Material,Completed,1,7.30
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Paper Bag,Cafe Supply,Completed,1,4.83
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,5,160.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Mocha,Raw Material,Completed,1,22.87
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,1,240.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Lavender,Raw Material,Completed,1,7.30
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Honey,Raw Material,Completed,1,0.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Half & Half,Raw Material,Completed,1,3.99
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,10,253.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Dulce,Raw Material,Completed,1,22.90
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,2,84.28
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,2,64.00
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,4 Cup Carrier,Cafe Supply,Completed,2,17.76
SO-00000364,05/21/2026,05/21/2026,05/21/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,2,9.00
SO-00000363,05/21/2026,05/21/2026,05/21/2026,Warehouse,Product,General,DO NOT USE - Soyo Matcha,Raw Material,Completed,2,460.00
SO-00000362,05/21/2026,05/21/2026,05/21/2026,Gardena,Gardena,General,2% Milk,Raw Material,Completed,3,13.50
SO-00000362,05/21/2026,05/21/2026,05/21/2026,Gardena,Gardena,General,Whole Milk,Raw Material,Completed,20,90.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Matcha Drizzle,Premades,Completed,1,9.21
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Ice Cups,Consumables,Completed,1,0.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Cup Sleeves - Green,Consumables,Completed,1,44.98
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,1,42.14
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,4 Cup Carrier,Cafe Supply,Completed,1,8.88
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,1,240.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Chai,Raw Material,Completed,1,17.60
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,2,64.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,2,9.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Vanilla Syrup,Premades,Completed,3,28.26
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,3,49.47
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,4,128.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Toilet Paper,Cafe Supply,Completed,5,2.75
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Sanchez (retail),Retail,Completed,5,0.00
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,14,354.20
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,13,223.60
SO-00000361,05/20/2026,05/20/2026,05/21/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,20,90.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,4,65.96
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,14,240.80
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Decaf Beans,Raw Material,Completed,1,25.30
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Ice lid,Consumables,Completed,1,35.25
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Cup Sleeves - Green,Consumables,Completed,1,44.98
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Black Straws,Consumables,Completed,1,0.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Chai,Raw Material,Completed,1,17.60
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Almond Milk,Raw Material,Completed,2,64.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Paper 2 Cup Carrier Bag,Consumables,Completed,1,0.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,2,480.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,4 Cup Carrier,Cafe Supply,Completed,3,26.64
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Sanchez (retail),Retail,Completed,4,0.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,5,160.00
SO-00000360,05/20/2026,05/20/2026,05/21/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,15,379.50
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,15,67.50
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,11,189.20
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Ube Condensed Milk,Raw Material,Completed,1,0.00
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,1,32.00
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Custom Ice Cups,Consumables,Completed,1,57.90
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,12,303.60
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,12,303.60
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,4,65.96
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,1,32.00
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000359,05/19/2026,05/19/2026,05/20/2026,Warehouse,KTOWN,General,8oz Hot Cup,Consumables,Completed,1,42.90
